,bp_rp,phot_g_mean_mag,distance_gspphot,visibility_periods_used,astrometric_sigma5d_max,astrometric_excess_noise,astrometric_matched_transits
208193,2.431962,14.202325,97.2071,17,0.037515145,0.07995514,45
208194,0.9092226,9.241401,74.8146,15,0.077078894,0.31260008,23
208196,2.776864,12.359004,20.7188,14,0.057265148,0.15586996,21
208200,2.3666143,14.022671,93.1899,12,0.031886443,0.023415513,19
208201,2.300418,13.37144,45.3563,14,0.026096465,0.0,22
208203,0.92349243,9.113339,77.5374,16,0.029765256,0.08540179,22
208205,1.5570822,11.946993,85.8369,15,0.030260688,0.11600578,22
208209,1.0163469,7.526765,21.5112,15,0.03996199,0.13478035,23
208211,3.3553867,15.145071,31.2726,16,0.049524345,0.13373408,32
208212,0.57799006,8.325349,93.5714,17,0.037197564,0.13278703,33
208214,1.9360104,13.346251,78.2604,15,0.024531385,0.0,32
208221,0.6402612,8.168815,93.7538,16,0.30628398,1.5262592,30
208222,1.2166042,11.323504,95.7233,16,0.04131545,0.13788837,30
208231,2.75527,13.280149,28.8633,14,0.029061452,0.08016832,23
208232,1.9415712,15.247417,96.9951,15,0.048741587,0.057564925,24
208234,3.4945507,18.845013,117.5466,18,0.3372397,0.0,32
208236,1.5669699,11.788251,78.5273,14,0.033521134,0.14502747,33
208239,3.1948633,16.140932,47.3944,16,0.07041406,0.15155771,33
208244,0.7291403,9.315684,92.7548,15,0.032357726,0.06983698,41
208246,2.2782688,13.661111,82.0922,18,0.024700845,0.014190811,37
208250,1.6617212,12.284862,88.8748,16,0.030534128,0.13270672,29
208251,1.1657057,9.25206,38.7289,16,0.018061066,0.0,24
208252,0.920249,8.912137,64.7156,15,0.122766875,0.57908314,47
208257,0.85649586,10.034072,94.3612,14,0.033073302,0.12259794,22
208259,1.8128862,12.457295,80.9418,15,0.024659805,0.081426576,23
208260,0.9598026,10.228853,88.2654,16,0.031707738,0.11562826,27
208262,2.1258335,13.5883665,90.7641,16,0.024304148,0.0,34
208266,1.1074648,10.261455,72.6813,18,0.0414306,0.2646863,44
208268,1.1246519,10.1283,69.083,15,0.19898155,1.0107526,37
208270,0.8026676,9.7615385,96.5728,16,0.02100971,0.09142564,40
208272,1.1598873,9.950235,49.0645,16,0.020199165,0.0666831,26
208274,2.3152332,12.20337,30.9894,16,0.054301504,0.2884292,27
208298,2.8729668,15.708121,97.9293,18,0.058206636,0.0,34
208412,1.0368185,9.324777,50.3364,18,0.02662822,0.0,35
208426,0.39630842,7.3857946,89.1319,15,0.06771238,0.15150654,33
208429,0.8692045,9.326402,87.5751,10,0.051663164,0.0872828,16
208430,2.6909924,16.118147,93.6872,13,0.08607821,0.14912282,22
208433,0.9256706,10.174774,98.5097,13,0.03412224,0.11390562,21
208438,2.6135273,14.4912,47.6591,16,0.036499254,0.06815055,25
208440,1.2427626,10.414957,65.5385,14,0.026696235,0.07270594,21
208442,2.1296663,13.450916,82.499,14,0.037473705,0.026797254,31
208443,1.2994909,11.051723,70.3782,15,0.03565992,0.12021442,37
208447,1.9782887,13.102622,97.6997,14,0.024123011,0.02274564,22
208453,2.467517,14.057039,73.5761,14,0.04096464,0.08109752,26
208455,0.8255205,9.472419,79.6794,13,0.04500105,0.118071996,38
208459,0.62272406,8.29863,85.7978,15,0.04092399,0.14448404,27
208466,1.3731279,11.489219,88.4927,15,0.038658813,0.10603961,27
208467,2.317484,12.773027,48.0382,15,0.21378483,0.97211224,28
208468,2.4941015,15.443329,100.2663,15,0.063861445,0.06825164,28
208471,2.267089,14.125104,96.5713,15,0.039857652,0.03131059,26
208472,1.0522909,10.557489,90.4592,15,0.028783206,0.06005695,28
208473,2.5636683,14.536326,98.0294,15,0.04468233,0.043860175,29
208478,0.72711563,8.576872,83.1994,14,0.054810837,0.08503811,24
208479,2.4972582,14.338298,100.6459,16,0.044685815,0.06631145,49
208484,1.4035835,11.662736,87.5193,16,0.02514263,0.0812724,27
208486,2.8790321,14.966381,96.2715,15,0.058001224,0.1877129,27
208487,2.1544151,14.104977,98.7633,15,0.03499908,0.0697058,27
208489,0.70719814,8.498445,84.9211,15,0.035755973,0.10075406,23
208498,2.2307072,14.187632,98.9784,15,0.03281932,0.016736472,25
208499,2.9560165,13.965581,28.6826,16,0.030560022,0.05140996,29
208503,1.4390478,11.9475765,99.1534,16,0.02804136,0.1024698,33
208504,2.4703712,15.003989,99.4443,16,0.046522297,0.068049386,34
208508,0.7043028,8.033745,64.1078,17,0.1350488,0.6179423,39
208511,2.294961,13.408768,80.0615,18,0.15481065,0.740898,36
208513,1.3051529,10.382304,59.1122,15,0.041179635,0.16750613,25
208517,2.3944979,14.454164,92.1923,17,0.036535885,0.07391515,37
208521,2.4734755,15.111183,99.5246,18,0.061937906,0.0,43
208522,1.3792448,11.524133,84.9677,17,0.053741504,0.22535823,63
208525,0.81671333,9.475396,81.4526,15,0.029804412,0.07843419,27
208533,2.3656063,13.116808,45.4734,19,0.040384784,0.13110974,47
208539,0.7194567,8.572169,71.3074,19,0.027726727,0.09390994,55
208555,0.9474373,9.332837,64.8132,15,0.034873005,0.1012104,38
208563,3.513979,18.212772,117.8655,16,0.29166773,0.49492073,30
208564,0.72165155,7.912066,78.3635,16,0.075036265,0.28147694,30
208570,2.929556,16.088728,56.3488,16,0.09785517,0.056239806,30
208573,0.6813216,7.8553395,94.7829,16,0.044011932,0.13959885,71
208576,1.2553377,10.571409,63.7476,16,0.028471028,0.07459428,53
208579,2.1916409,14.18353,96.5669,16,0.038305838,0.0482168,43
208580,2.6317034,13.585819,50.6233,15,0.044508576,0.10236356,29
208583,2.7202091,14.604511,38.1538,15,0.039968114,0.024757242,58
208584,0.8701258,6.1145015,17.095,13,0.03466919,0.12649985,36
208587,0.89031506,8.584036,59.6612,15,0.044748895,0.13618533,31
208599,1.3891068,11.159371,92.1088,15,0.41851735,1.9012558,23
208602,2.5224457,14.866704,93.9772,12,0.055679668,0.08604382,17
208603,0.8401475,8.247364,66.4389,13,0.04285477,0.11825696,20
208605,0.9500017,9.905295,75.4836,15,0.02565899,0.056042545,21
208612,2.9774437,13.232484,20.5511,13,0.03451734,0.089079656,21
208618,2.3674965,13.227349,46.8457,14,0.034081664,0.069343776,21
208623,1.1059217,10.835644,90.3768,13,0.024990486,0.05132637,18
208625,2.4926605,14.406902,95.6329,16,0.06647637,0.27509156,24
208627,2.6165562,14.803606,99.2932,14,0.056075152,0.21047544,23
208628,1.2635059,10.936165,80.6308,12,0.043186825,0.10382592,20
208630,2.2730036,14.328831,86.735,13,0.037614115,0.0,21
208633,2.0056915,8.811089,11.9215,14,0.030847402,0.10956953,24
208635,1.7048674,12.081487,98.2406,17,0.27540278,1.4028726,38
208638,0.9243221,9.71646,70.605,15,0.022408666,0.07639281,25
208639,0.4482708,7.330327,78.8814,15,0.07139153,0.322045,21
208644,3.4893227,17.519976,79.7908,10,0.40109184,0.40994078,13
208646,1.0744724,10.429972,82.5153,14,0.03214066,0.10620488,19
208647,2.580594,15.992862,102.4229,12,0.07671102,0.0,17
208654,2.0416613,13.174102,91.9734,11,0.030945221,0.018751122,18
208655,3.15903,15.670262,39.8122,13,0.07511487,0.0,19
208662,1.3848295,10.668171,77.5348,15,0.17474361,0.84952444,21
208665,0.8798523,9.353588,83.9608,16,0.020721873,0.03573302,24
208669,2.0982885,12.908973,82.121,15,0.037249792,0.12951885,46
208670,0.8916683,9.191162,70.8182,15,0.036050547,0.11298233,23
208671,3.0179262,14.184326,36.0817,15,0.039720308,0.10873031,25
208672,2.4510927,14.393743,102.032,13,0.22776827,0.8517391,18
208673,2.3711262,14.517862,87.3378,15,0.036404263,0.020220665,26
208682,2.701395,12.999188,24.7286,15,0.06390216,0.27814695,22
208686,0.7584801,8.544062,97.9135,16,0.030369105,0.08912141,26
208687,3.0487938,15.05139,41.5417,14,0.042426825,0.0,23
208688,1.2456002,8.1241865,21.2796,16,0.0432601,0.11954535,39
208696,0.7144642,8.501829,80.7127,15,0.27392164,1.3264511,30
208701,0.79502964,9.401988,86.2259,16,0.03035011,0.12776022,30
208713,2.5983715,15.005027,60.581,16,0.038524024,0.015298154,30
208715,1.0671978,10.527642,84.0543,13,0.027299458,0.084269196,26
208717,3.3828182,17.38567,84.0061,15,0.23597923,0.0,30
208728,2.768756,13.60541,45.4,16,0.06954133,0.3067472,29
208730,1.1041937,10.383114,75.581,16,0.024566831,0.09145775,27
208732,1.507698,11.795124,92.2925,17,0.021202682,0.09349289,28
208733,0.9344387,9.92232,82.8541,18,0.026808497,0.10284222,30
208735,0.9047308,8.60959,50.9195,16,0.02513191,0.0816398,28
208737,3.1787949,16.689075,71.872,14,0.14009087,0.1536825,25
208738,2.25706,13.690749,94.097,15,0.03306352,0.04679653,25
208739,0.55036354,7.3540087,91.8725,16,0.037155006,0.15187724,37
208741,0.86316395,9.892232,93.2498,18,0.022078337,0.098436505,64
208743,0.8807831,8.857116,65.9601,13,0.029104644,0.08987984,20
208748,1.4691925,11.701283,84.6437,15,0.028095838,0.09623432,22
208749,2.7279902,14.614849,56.6571,17,0.04409927,0.13928947,38
208762,2.610035,14.244231,54.4007,17,0.03214229,0.08414018,29
208763,2.7930202,15.491031,62.7991,17,0.060928117,0.093126185,26
208765,2.112894,13.712273,89.7394,17,0.027180463,0.0,32
208768,1.1861162,10.197946,58.8981,19,0.020907834,0.088004075,51
208771,2.2717571,15.079458,75.334,18,0.10706765,0.67362416,35
208778,2.874034,15.370091,60.1867,19,0.037497953,0.04580102,39
208781,2.8538446,13.354307,27.7399,18,0.04900983,0.23688678,32
208782,0.9047785,9.371972,97.5217,19,0.16400574,1.0430782,31
208787,2.3795862,14.662454,93.1605,18,0.05687745,0.19745944,37
208869,2.3179932,13.611559,69.4415,16,0.026764968,0.0,31
208870,3.2931633,14.505468,32.0852,16,0.055253677,0.2343526,31
208871,0.8215189,9.05212,60.8224,15,0.02930808,0.07559374,25
208872,1.2919703,11.347815,84.3662,16,0.026832258,0.10081426,31
208875,1.5731297,10.872201,49.6747,16,0.030247197,0.087905854,33
208877,0.8484688,9.839152,88.3591,13,0.049086083,0.106242776,25
208878,2.2388725,14.307553,86.6228,15,0.039371613,0.024271633,28
208879,0.77284145,8.97842,81.7087,16,0.03798898,0.1258105,45
208891,1.9886999,13.470107,92.3904,15,0.030647563,0.037571352,25
208892,0.7800894,9.742419,92.6962,15,0.02207245,0.054557074,25
208893,2.7029037,15.615118,100.3834,15,0.06372372,0.0,23
208895,2.9074593,16.198053,104.9314,16,0.106243856,0.27850404,28
208896,3.110959,15.964216,53.6418,15,0.07750683,0.0,24
208900,0.8444376,8.485832,51.8814,16,0.034623526,0.1304644,26
208902,3.4263496,18.421669,128.7163,13,0.40537286,0.4859326,19
208905,3.8271275,18.268517,96.9954,13,0.5800019,0.751825,19
208910,1.3848858,10.775534,65.7581,17,0.02403598,0.051878966,34
208912,2.2963486,17.222702,88.4188,18,0.12668112,0.12286935,37
208913,2.6128798,13.469622,37.2513,16,0.030782986,0.088785216,34
208920,3.137498,16.245573,63.1824,15,0.08232057,0.0,24
208921,1.5282497,11.928229,86.9209,17,0.02694289,0.11098036,36
208922,1.0504432,7.752911,85.7065,18,0.034867175,0.132195,39
208927,1.3760738,10.654127,48.8614,15,0.02239586,0.0,27
208933,0.6488199,7.5810823,58.6661,15,0.07004307,0.2530686,37
208938,1.473547,11.573294,80.8688,17,0.05710684,0.23533024,58
208940,3.745304,18.68324,115.3992,14,0.49744573,0.54617554,25
208945,2.2548704,14.348019,76.7193,15,0.03747816,0.0,28
208947,3.5118237,17.670198,81.6958,15,0.1973495,0.3368914,24
208954,2.3645535,14.637247,110.3543,19,0.32149348,1.6588907,55
208957,2.2562475,11.524927,24.4214,17,0.08236958,0.23262675,36
208958,0.54670143,5.9755735,49.5217,14,0.09538011,0.18270044,27
208959,2.6905527,14.694028,100.841,16,0.060304336,0.020804388,35
208961,0.72455835,7.085525,60.4646,16,0.051923882,0.1506839,63
208968,3.6136608,18.698734,99.059,14,0.49546587,1.084043,24
208969,2.4431915,14.60642,99.9362,14,0.049094964,0.046757493,23
208973,1.8608999,12.200803,74.9822,15,0.09673099,0.40649983,24
208976,0.74337673,8.911424,86.9382,16,0.034681756,0.09879662,35
208981,2.2013283,13.810077,91.425,16,0.031078434,0.0,36
208984,1.5626822,11.210332,67.8359,15,0.06766333,0.23983811,68
208997,3.9210281,18.31297,97.8207,15,0.31244874,0.65326333,30
208998,1.0014553,10.3087435,89.2005,16,0.07538945,0.3436503,39
209006,1.7909546,12.985851,94.2759,14,0.033211734,0.07135545,19
209008,2.5036964,14.854449,95.6995,16,0.04578634,0.09843999,24
209010,3.692419,18.471241,91.4321,13,0.34086117,0.0,20
209014,2.047246,13.506238,89.3459,16,0.025835615,0.0,28
209018,1.1894283,11.180582,91.785,13,0.03575654,0.11311319,19
209024,2.8235865,14.966661,55.1001,14,0.044308864,0.0,24
209026,3.2786865,15.444824,43.0322,13,0.0588843,0.076256715,23
209029,0.81811,7.848938,75.5207,13,0.07808196,0.28096566,21
209032,0.84826136,8.039268,39.2752,14,0.0479328,0.13457505,21
209036,0.8036585,8.930311,66.3731,12,0.518641,2.2963936,16
209039,3.4706497,17.651968,88.5348,14,0.20786136,0.46166208,22
209041,1.0186386,8.115469,31.2854,14,0.049887415,0.16940185,23
209042,1.5527287,12.144462,94.4698,15,0.023277108,0.07011739,24
209043,2.7728167,14.638622,58.8803,14,0.04338404,0.039407637,21
209044,1.2508793,9.633832,60.2957,11,0.072022885,0.24519224,16
209047,0.7305651,8.264212,61.0792,14,0.048571955,0.14787218,22
209049,2.143899,13.774617,97.4179,12,0.032945693,0.031227497,18
209050,2.9930706,14.412277,44.109,14,0.050884254,0.072205335,19
209052,1.3322983,11.267048,88.9081,14,0.06803058,0.27166173,22
209053,0.8429613,8.874245,56.9398,14,0.023844058,0.06481951,24
209057,0.8167968,8.230799,84.7297,13,0.055110436,0.13164175,21
209060,1.1238594,10.78372,85.5873,13,0.035162732,0.08594439,33
209071,3.1050034,15.257197,50.5985,14,0.07934904,0.24617651,22
209085,2.162712,14.227862,95.8408,13,0.04287725,0.0753353,36
209087,2.6065998,14.992776,94.1471,14,0.050676767,0.09481696,19
209088,0.6442323,7.614607,73.8849,14,0.42615384,2.017989,22
209097,2.9213724,16.338148,100.6154,13,0.10249769,0.0,19
209100,2.5307617,12.936214,40.5972,15,0.035082117,0.14159346,24
209103,2.3946428,14.078805,91.1078,12,0.03726185,0.055831496,19
209104,3.3787632,16.720182,63.6349,14,0.11901124,0.0,23
209106,3.1760292,17.370134,107.7229,13,0.16908449,0.0,19
209107,3.36936,17.766157,106.1276,14,0.22897789,0.30256832,19
209108,3.8370037,18.420189,115.5195,14,0.42852172,1.1797361,16
209112,2.4853716,14.548216,86.0579,14,0.042669818,0.0,22
209113,2.008582,13.708127,89.0283,15,0.027828343,0.069874994,26
209115,0.6689491,8.499967,82.3939,15,0.031004302,0.079196826,22
209121,0.58102703,8.463123,97.3769,12,0.08561526,0.121716835,21
209122,3.0523405,16.64443,106.262,14,0.19512074,0.60788816,19
209124,2.2725792,13.792574,88.0418,14,0.03841481,0.06454265,21
209127,0.8466344,7.8782067,41.0884,12,0.041736078,0.15411466,18
209128,0.98949623,10.161994,91.3087,14,0.24361837,1.1595249,21
209129,3.5642147,17.498837,76.7406,13,0.17099431,0.0,19
209130,2.0479364,13.699344,93.2362,13,0.053271875,0.022717556,21
209131,2.4585676,14.51105,89.5654,12,0.0975977,0.0,18
209133,1.0576363,10.592846,86.8096,13,0.044247855,0.10226696,22
209135,1.5913229,12.030395,86.1405,15,0.02020573,0.07381591,26
209136,0.9884701,8.606929,46.9914,15,0.1729383,0.90960383,25
209140,1.5259895,12.048584,90.8622,14,0.025039304,0.05801853,22
209143,2.5171747,14.529409,87.7067,12,0.04372243,0.0,18
209145,2.6181831,15.228184,85.1538,15,0.056846,0.115645416,21
209146,0.8519001,9.167508,62.5834,15,0.024346802,0.07945025,25
209147,3.113531,17.23689,103.6623,15,0.15190357,0.28024954,22
209151,2.0107098,13.081327,77.6298,15,0.024386145,0.0,22
209154,1.1941605,9.768476,69.2026,11,0.05061272,0.16879454,18
209155,1.524169,11.919375,88.3848,13,0.030172942,0.071106985,21
209158,3.4634037,16.178202,47.4517,13,0.09053969,0.09781854,24
209160,1.65656,12.053436,82.7033,15,0.024949444,0.0868612,22
209163,2.784173,15.78859,97.2515,15,0.07900594,0.0,28
209164,3.5464134,17.588415,69.0034,14,0.21363652,0.48192614,23
209165,1.1779156,10.244323,68.7995,15,0.03920666,0.15759718,25
209166,1.2810106,11.11984,87.4663,15,0.02882533,0.096421376,26
209168,2.4547863,14.375781,95.9797,12,0.036202937,0.0,22
209171,1.0370693,10.566896,93.5321,15,0.08541962,0.37260064,23
209173,2.4862041,14.264096,82.4666,16,0.0351236,0.0,26
209175,1.0105667,10.504563,99.1128,15,0.02793667,0.074904256,23
209176,0.8823471,8.759811,58.8737,14,0.028464964,0.06128303,22
209177,1.3664255,11.605523,93.4761,16,0.021322364,0.05650349,27
209180,1.3580818,10.911539,96.5782,15,0.6802464,2.7977316,21
209181,0.21785402,6.7857904,82.3384,14,0.054443434,0.19466098,22
209182,0.7989683,7.988107,50.8561,15,0.0395108,0.115191296,23
209183,2.6580143,16.291836,97.0329,16,0.081289984,0.0,25
209188,2.368185,14.572658,95.8794,15,0.043361224,0.0,24
209190,2.646656,14.090739,51.0313,16,0.043542534,0.13498856,32
209193,2.2898293,14.303516,94.8352,15,0.03702947,0.0696007,22
209195,0.61945534,8.255296,91.6188,14,0.03375237,0.11484495,24
209196,1.6471815,12.040399,75.0473,16,0.025300715,0.07293103,23
209198,1.7921171,10.8692465,34.3807,15,0.03453051,0.11914594,27
209199,0.7842674,9.784156,98.9183,14,0.025525115,0.038460724,21
209200,2.8346968,15.10679,53.5846,14,0.056532297,0.0,20
209205,0.561615,8.175551,98.8745,13,0.03788729,0.114966035,20
209206,1.5390196,12.217091,97.6447,16,0.02474667,0.070742585,23
209209,3.5425491,17.885908,104.2082,13,0.23718587,0.35341942,20
209212,2.3475885,13.262769,60.6686,14,0.02790326,0.0,20
209214,0.6386452,8.418966,98.3283,15,0.04114754,0.104548134,19
209217,1.2899055,11.270988,79.7946,14,0.028722504,0.070397735,21
209218,2.1743126,13.75024,99.4825,14,0.03164841,0.0,23
209220,0.93599415,10.016145,92.0648,14,0.037234142,0.12211568,22
209223,1.8208685,12.666138,90.6189,16,0.030164642,0.09050314,25
209224,2.789113,14.181881,45.2313,16,0.037744742,0.0659087,25
209227,3.2129383,14.332465,28.3399,15,0.036947973,0.05983973,25
209229,2.567855,12.932866,28.4115,15,0.043351207,0.15148585,24
209230,3.164505,15.93493,102.7956,15,0.086873494,0.19131912,25
209232,1.2787876,10.829858,68.2717,14,0.026412483,0.0803534,25
209235,2.6116762,13.256945,34.4755,16,0.026365478,0.062143393,26
209237,0.7030344,9.138351,93.6667,16,0.023104057,0.074287415,25
209238,0.62678814,7.9489527,94.1745,14,0.050308328,0.143715,23
209239,2.2378101,13.979406,85.3809,15,0.03334477,0.067581095,22
209241,0.58027697,7.183243,58.3144,15,0.034571026,0.1235202,22
209242,1.1083078,11.001079,95.8161,16,0.039132077,0.15518415,37
209247,2.7177782,15.809889,99.9395,16,0.06140069,0.0,42
209250,0.20846033,5.99452,65.6501,10,0.2441867,0.22515985,15
209256,0.74881744,9.112192,95.9787,14,0.06652835,0.2300186,32
209259,2.9871368,16.644571,101.8746,15,0.113907084,0.15395871,24
209260,2.2344894,8.331761,7.7076,14,0.045838457,0.12769951,20
209261,1.8441858,12.854746,89.787,14,0.03151529,0.10635128,23
209262,0.7569275,9.286492,94.1721,12,0.036513045,0.10087224,17
209268,1.077446,10.416238,86.7859,13,0.031788215,0.0940718,21
209270,2.2665787,13.351863,96.7752,12,0.14818661,0.5313441,18
209271,1.145874,10.724389,88.3005,14,0.02767266,0.07381903,23
209275,0.80797243,7.58495,34.4918,12,0.059815705,0.1869355,16
209277,2.0751781,13.541238,95.1567,13,0.028929297,0.0,24
209279,2.1349497,13.222501,72.8711,18,0.022885952,0.0,41
209281,2.4194212,11.036237,11.9492,17,0.03374511,0.13949381,36
209283,1.973628,13.260552,79.955,18,0.023502422,0.0,42
209284,2.81565,16.00229,99.3755,18,0.05876333,0.0,44
209287,3.456028,17.09604,63.2231,19,0.118057646,0.1418181,47
209288,1.577013,11.580779,74.1555,18,0.034688517,0.12927496,45
209289,0.6711068,7.9602647,64.9894,15,0.038094442,0.12167354,29
209291,2.226696,13.623946,86.3748,13,0.045529913,0.0,26
209292,2.4944763,14.126771,90.0437,15,0.031598233,0.0,29
209293,2.4560862,14.864283,82.7563,14,0.043397397,0.0,28
209297,2.63836,14.910438,100.7073,15,0.07087041,0.17297474,55
209299,0.993824,9.748264,77.2779,15,0.067257516,0.2850753,28
209300,3.0308914,16.119307,54.8973,15,0.08610254,0.0,29
209306,1.8462019,12.80042,88.5249,13,0.03514425,0.10998806,19
209310,3.0563736,16.110094,57.8268,14,0.081277795,0.0,20
209312,2.3217478,14.408817,99.3201,12,0.04485525,0.053594805,19
209316,2.8107662,15.318241,99.8622,15,0.05875877,0.0,24
209319,3.1446724,15.4054165,48.8975,13,0.05675984,0.0,19
209323,1.194704,9.118242,38.3188,16,0.082058005,0.43747175,25
209325,2.7126646,15.124907,54.1428,15,0.051352292,0.0,23
209334,2.49545,15.39871,99.0257,15,0.056837894,0.0,38
209337,3.3789196,17.647078,85.9884,15,0.18870771,0.31178513,25
209338,0.642117,8.358649,83.9286,11,0.044016823,0.100084335,16
209340,0.7847805,9.356497,79.2325,14,0.030183736,0.08506224,21
209342,1.0728788,10.18842,78.5755,14,0.031453412,0.10044494,24
209345,1.2101507,11.134388,80.0828,14,0.031913936,0.10644126,24
209348,0.97951794,9.821612,74.9398,17,0.022745417,0.07095776,29
209351,0.65461874,8.386214,85.194,13,0.5757937,1.8696778,18
209358,1.877656,12.449085,68.752,16,0.044042658,0.19318756,31
209360,1.0490446,9.883424,66.6653,16,0.02287211,0.06047979,27
209362,3.5637283,18.317955,101.3816,13,0.3984414,0.67336273,22
209364,0.81515026,8.6983385,93.6926,16,0.025617989,0.09095041,29
209365,0.7723775,7.203694,88.3236,16,0.032825638,0.10912609,28
209366,2.2898626,12.997564,42.6734,16,0.035181757,0.11566981,28
209367,0.75903606,8.8588915,86.1372,16,0.14132044,0.7845684,30
209369,1.0355806,9.939754,72.2273,13,0.03247482,0.08808166,19
209372,2.0688057,15.873789,95.7144,15,0.06399216,0.0,24
209375,2.660201,15.236547,56.0535,17,0.045914,0.0,34
209378,1.9000311,10.586167,27.9541,14,0.0479991,0.17246707,24
209380,0.9562998,10.258201,88.7875,16,0.029375639,0.11724947,31
209383,0.62530136,8.398304,84.2422,16,0.04475186,0.14611137,28
209390,0.5613146,6.3728366,74.9294,17,0.03320896,0.12924728,28
209392,2.2720766,11.48062,28.1265,16,0.03089867,0.13608125,30
209393,1.5456018,11.517339,75.1493,18,0.031645913,0.119981244,33
209395,2.0793867,14.420565,92.1588,16,0.034842137,0.062077366,31
209400,1.8076963,12.740761,96.3439,15,0.026901297,0.072423056,28
209401,1.9099789,13.673632,98.9874,16,0.03068333,0.021918,26
209404,2.7677355,16.054754,101.9191,12,0.089880124,0.0,20
209407,1.33078,8.577943,25.7135,15,0.03625255,0.09304921,40
209415,2.384676,13.211325,60.3859,17,0.027999332,0.04665423,29
209416,1.1190586,11.025144,83.8047,18,0.029268572,0.118309356,30
209418,1.9746599,13.105324,52.2866,17,0.022578621,0.0,39
209422,0.8496542,9.393208,75.3575,18,0.01904051,0.081845224,38
209423,2.185111,14.160116,97.6449,19,0.023479369,0.0,36
209424,2.9987164,15.33379,48.3192,19,0.04914152,0.0,47
209429,1.0508785,10.806618,87.8988,21,0.018507656,0.060853105,46
209525,2.3156376,11.630468,24.7188,14,0.05847986,0.24178182,33
209528,0.91416645,7.887296,40.3035,15,0.041627523,0.12074532,24
209534,2.126607,13.589093,89.7601,17,0.02442757,0.030951615,33
209535,1.410531,11.595086,89.3184,17,0.02359175,0.0930277,31
209540,1.1322565,10.076863,60.2006,14,0.03244697,0.0812211,25
209543,0.24591589,6.4131384,84.9553,15,0.039814,0.20242697,31
209544,0.24851084,6.478973,84.3547,14,0.09499359,0.3295475,26
209547,0.62830734,8.443741,85.5739,17,0.033694,0.122295,32
209556,1.3753443,10.719421,65.9106,17,0.022478594,0.07163541,30
209559,0.7441802,8.143421,55.3344,18,0.03545808,0.15354003,33
209562,1.2911615,11.422162,89.4886,16,0.030953236,0.12990287,29
209563,1.4336872,11.670931,92.304,14,0.031459723,0.059602067,25
209570,1.0505524,9.8139305,62.2976,14,0.025514161,0.077221826,21
209571,1.3810921,12.1441765,90.2346,15,0.02907089,0.11625576,23
209579,0.9604368,8.45966,40.2674,15,0.027579322,0.0867001,46
209583,0.66833544,7.882542,89.8818,17,0.19793831,1.155969,29
209593,1.4709711,11.47148,89.5247,16,0.031105435,0.1621616,28
209595,2.5660973,14.802276,91.8056,20,0.033775922,0.07725999,44
209596,0.76495457,9.438469,92.057,19,0.021262342,0.0868895,33
209630,1.386775,11.779238,96.9685,17,0.027615534,0.0119233085,35
209631,2.4874535,14.940992,99.0418,16,0.07218836,0.0,34
209639,3.1043806,16.7363,103.3678,17,0.1063605,0.0,40
209761,1.4492064,11.770461,90.805,15,0.033786505,0.12649252,49
209766,2.8579931,14.095513,41.5953,13,0.039753743,0.061539523,20
209767,2.1011438,13.702712,99.4882,14,0.038372822,0.008189853,20
209770,3.065565,16.575165,102.0117,16,0.09303956,0.0,27
209773,2.6467075,14.90477,94.8367,13,0.064004146,0.040856175,20
209775,3.2192879,16.246826,59.4123,13,0.12246209,0.0,19
209779,1.2577152,9.92527,47.8292,11,0.03894055,0.08725364,17
209780,0.7915087,8.536498,93.4789,12,0.042958755,0.13314627,19
209784,2.3168592,13.8821335,84.9721,13,0.042732235,0.0,23
209785,2.050725,12.477995,69.3094,15,0.040928815,0.12203669,22
209786,1.0949883,7.113332,17.2894,16,0.035042703,0.13791467,27
209787,1.0760775,10.850639,99.497,15,0.029774753,0.099962085,23
209788,0.8208866,9.20793,91.242,15,0.025191434,0.07881191,26
209790,1.9547586,12.549315,92.7809,16,0.24143648,1.2065697,26
209795,1.808794,11.543809,49.5023,14,0.025885653,0.09023352,21
209796,1.801384,12.463107,91.4271,12,0.15570825,0.58727765,20
209800,2.166481,13.5337105,89.7112,12,0.032306008,0.0,16
209802,0.763011,9.095507,80.6256,13,0.029983636,0.09703293,23
209803,2.6077204,15.48893,99.1966,13,0.060765594,0.044916566,19
209806,3.395668,16.255083,50.8981,12,0.120001815,0.060435206,19
209812,2.3994856,15.657037,95.1653,16,0.06966091,0.049491253,32
209815,1.1320667,10.155042,64.9585,15,0.044872668,0.083646744,33
209817,2.3772612,11.410146,19.2249,13,0.033519644,0.13196827,23
209820,2.6049576,15.097469,93.9126,12,0.07628344,0.16615357,19
209822,0.74598026,6.884684,31.7724,14,0.037594948,0.11379364,19
209828,1.9387407,13.105971,93.8516,16,0.020665903,0.0,36
209830,1.1720171,11.153033,101.7821,15,0.24210213,1.0561469,34
209834,1.531395,12.184088,100.9971,16,0.03066502,0.10232194,35
209837,3.419794,13.57934,21.7372,15,0.049153645,0.16255134,34
209840,2.3087797,13.04387,51.8328,15,0.031562395,0.06506719,24
209843,0.9801264,9.502102,63.0699,15,0.029803751,0.07665645,35
209847,0.8358431,8.976066,90.2229,17,0.030368125,0.09331452,38
209851,2.3734932,13.955985,54.8033,16,0.033637315,0.0,26
209852,2.2597723,13.788492,95.5435,15,0.034654073,0.0,28
209864,1.9607792,13.313543,95.5899,16,0.026657498,0.0,50
