,phot_g_mean_mag,bp_rp,distance_gspphot
61569,11.720274,1.6842651,69.2383
61570,9.415511,1.4855556,27.2028
61572,6.038795,0.5693402,88.8915
61574,14.888174,2.518633,89.4634
61575,9.765087,1.2638998,45.4112
61576,12.913544,1.8968182,80.3046
61588,7.7243104,0.85470486,31.3956
61596,12.389832,2.3808994,27.4698
61598,15.028717,2.959056,34.5353
61600,10.979145,1.1598005,93.1966
61605,12.012894,1.477848,99.2731
61608,8.63466,0.78253555,70.4936
61609,8.891833,0.7530651,96.2773
61610,10.665763,1.0493269,93.4623
61611,10.993162,1.343029,69.2239
61613,7.5508485,0.5965767,68.4761
61616,15.697921,2.547367,89.2489
61624,14.11901,2.4313078,100.5142
61627,15.140972,2.6689034,97.5299
61630,11.436195,1.5560198,74.6412
61632,10.009346,0.9065132,98.9645
61633,8.729385,0.83745956,76.8756
61634,14.843374,2.5542946,95.303
61636,9.312845,1.2506361,53.5973
61639,6.59745,1.1597075,83.6534
61645,9.469478,0.9180069,69.6607
61657,9.344373,0.7396393,92.7923
61660,13.126612,2.7876825,37.7824
61661,14.79749,2.5102396,92.5006
61663,16.871925,3.5194607,103.8653
61665,13.703269,2.01408,97.2693
61673,9.993587,1.3271017,49.0684
61674,14.474389,2.3105774,89.4328
61677,8.300495,1.0450921,33.2767
61679,9.753496,1.0287971,58.9519
61680,15.763845,2.695551,97.552
61681,15.89664,2.760748,98.4378
61683,16.066454,2.828493,95.5864
61691,17.46137,3.160143,105.3132
61692,7.0225916,0.4809308,67.5423
61695,14.106109,2.2487783,77.0107
61696,10.148585,1.1363106,67.8648
61700,12.5709,1.8389721,84.2818
61702,6.9696946,0.71409464,38.4212
61706,9.5660305,0.8892698,81.487
61707,14.659286,2.2561684,91.8318
61708,13.166653,1.9919662,84.4063
61713,15.760263,2.8239603,99.729
61717,13.547324,2.1405296,85.8377
61719,15.500097,3.1939335,44.3499
61720,6.7148285,0.79587555,28.9047
61724,16.410551,2.9963608,95.3736
61737,9.267698,0.80289173,88.0992
61738,12.059113,1.6237717,88.5162
61741,16.30227,2.7514067,92.188
61742,5.4312882,0.80530643,22.6491
61744,7.3626075,0.7647958,37.6481
61746,12.104236,1.6132917,80.9428
61747,10.434653,1.1399527,73.2548
61750,15.457875,2.8670158,99.4339
61753,16.47709,3.0056906,95.439
61755,12.73017,2.0188246,75.7242
61756,16.266172,2.8678932,92.2587
61759,15.664809,2.7115593,94.8678
61762,12.121831,1.6650238,71.1513
61763,14.720782,2.456482,83.122
61766,11.303248,1.3463602,81.9902
61767,12.108676,2.596487,20.2946
61770,8.976124,0.8756523,90.8603
61772,14.779801,2.4884815,94.426
61773,15.175242,2.5972986,98.9297
61787,12.846169,2.1082487,71.5055
61789,13.668602,2.1610708,89.0691
61794,8.088544,0.6120448,79.5103
61796,10.9144,1.1371908,86.8268
61797,14.971653,2.6111507,86.4115
61798,8.152379,0.81805706,48.6783
61801,12.047204,1.7418556,82.6329
61802,10.620793,1.032526,90.8355
61805,9.6392975,1.0389423,64.3325
61806,14.291164,2.6329384,78.5233
61807,15.923527,2.7406092,99.1521
61809,15.798991,2.838231,97.3961
61810,11.479435,1.5242262,72.0934
61813,12.056469,1.471014,98.0557
61829,17.311913,3.3586826,104.0822
61832,9.230975,0.7667999,84.7861
61834,9.526196,0.88995075,74.081
61836,5.0125294,0.061932564,78.1913
61838,5.7232037,1.1903253,97.2717
61839,14.655474,2.7199497,87.4865
61845,8.838442,0.77539635,70.7578
61847,15.231316,2.6539602,94.7849
61848,15.518552,3.2061472,54.4172
61852,16.761173,2.9155712,99.0331
61853,8.795691,0.7830343,66.5729
61854,14.507259,2.6233654,93.0215
61856,12.807043,1.7456446,94.2875
61858,11.626684,1.6173859,74.0174
61859,10.491094,0.95990276,94.1059
61863,13.21658,1.7738285,96.025
61864,17.115002,3.2005844,100.6184
61866,14.777331,2.3795757,92.3546
61868,14.445995,2.3424568,95.5284
61871,13.408873,2.269865,85.799
61873,14.38881,2.644473,80.7235
61876,16.688534,2.904131,96.5582
61877,13.654856,2.1813421,94.9475
61879,11.349227,1.2768078,87.9417
61882,12.950962,1.8009653,97.2976
61884,13.321605,2.4314299,67.6169
61887,13.930712,2.5364504,71.1745
61894,15.649886,2.5574493,97.5847
61895,14.67836,2.5202389,93.5173
61898,12.266907,1.5231543,94.5937
61900,16.781248,2.659709,93.6569
61902,8.174522,1.0008779,31.3849
61904,9.6897955,1.0383272,62.5132
61907,14.310203,2.975751,36.4128
61908,14.087158,2.8464031,36.3907
61911,9.836448,1.072238,67.2004
61914,16.236002,3.542636,42.5266
61917,15.299979,2.5703564,94.3589
61918,17.05977,3.0665445,103.0013
61920,9.417058,0.8726015,75.2144
61924,7.9548454,0.56203747,94.4055
61925,8.748393,0.69246674,97.296
61929,10.891181,1.1735325,82.2812
61931,13.2876,2.1498394,70.5175
61932,10.063664,0.99335766,78.039
61933,13.764605,2.3650265,80.9191
61934,15.675458,2.8271017,90.8382
61935,16.379759,2.941165,99.1728
61937,14.548479,2.3508492,89.9942
61938,9.12181,0.841856,90.6889
61943,16.153538,2.9009209,94.4949
61953,15.59415,2.516097,87.7864
61954,13.823915,2.399603,98.3524
61955,14.808046,2.567543,92.3268
61957,12.200561,1.569643,99.5049
61958,16.03593,2.8188505,94.3631
61959,14.878823,2.412301,95.5175
61960,10.290447,1.2040863,63.8321
61965,15.605478,2.764285,99.2761
61967,10.945402,1.2963209,70.3187
61970,9.656068,0.94785976,69.5476
61971,10.61009,1.0378017,92.4035
61976,15.770699,2.7746,100.3763
61977,12.60394,1.8891783,70.7633
61978,16.32852,2.977579,101.0466
61979,15.398442,2.673933,90.3032
61980,8.701343,0.8728161,87.4288
61981,13.710095,2.849001,63.467
61983,15.2759285,2.3512611,98.9116
61992,16.86781,3.4375095,63.8144
61995,10.885208,1.0603685,93.6194
62000,15.9286175,2.72824,93.5583
62002,10.304467,1.0827093,68.4101
62006,13.717648,2.1397562,87.4174
62010,14.520773,2.3625393,84.1621
62011,13.258688,2.1786432,79.9586
62012,11.522379,1.4060459,83.1988
62014,14.192842,2.4431639,77.8582
62016,9.991038,0.87533,96.2465
62017,9.876184,0.98758507,76.2844
62019,16.357033,3.3745298,61.7916
62021,13.109761,1.9043455,97.9855
62022,17.557991,3.2120476,98.3182
62023,8.622804,0.6605015,92.554
62024,14.349757,2.4264097,87.5869
62025,16.97812,3.635415,57.5292
62031,6.436048,0.017409801,100.4824
62038,14.364293,2.4594107,88.8887
62039,8.730071,0.7552347,74.5277
62041,6.320388,0.7786393,26.9942
62043,13.172456,2.4100666,85.2302
62046,15.554539,2.8715544,98.3567
62047,12.465036,1.816947,74.8415
62050,14.117237,2.3230906,96.6522
62052,4.8390512,0.3672595,30.845
62054,8.940659,0.9024601,78.8407
62058,14.090415,2.0460234,99.5258
62063,15.105946,2.7097368,93.279
62064,15.014267,2.9104004,90.8533
62066,16.464018,3.34519,60.4579
62068,10.807056,1.1774158,88.1732
62073,13.503875,2.2187576,87.1854
62075,9.7902355,0.80152035,91.4256
62076,14.958476,2.7610931,93.427
62077,14.623964,2.4477386,98.7117
62080,7.5826483,0.8219204,74.663
62082,14.810636,2.6469297,95.5872
62084,16.428598,2.90761,97.7366
62086,17.008291,3.0243006,98.5658
62088,12.203342,2.5877542,29.1862
62089,10.595609,1.3960047,55.7141
62090,14.45935,2.4573507,86.6308
62092,12.363618,2.256462,40.0788
62094,16.65764,2.8711252,94.9705
62098,12.156475,1.5296688,94.3727
62099,9.727078,0.87162113,95.5547
62107,13.861388,1.6745358,97.8939
62113,16.262218,3.2310734,57.38
62117,11.711278,1.2769976,93.99
62120,12.871392,2.5350103,38.8499
62124,18.875578,3.8331661,89.8845
62132,14.753741,2.203518,103.6801
62144,10.138142,1.1788197,70.6932
62146,9.772383,0.8664713,82.5807
62150,7.6614637,0.8281374,70.5429
62151,12.8590555,2.0017319,91.8588
62164,10.361425,1.4173222,47.6364
62166,10.892796,1.3888149,83.2753
62177,10.25958,1.0231419,79.1395
62189,13.293572,2.0547447,93.2976
62191,10.083202,1.1142569,58.4235
62192,10.897879,1.4487638,58.6736
62193,10.2127905,0.8970318,97.5161
62194,7.345564,0.89668036,32.4512
62197,12.31336,2.01507,55.8342
62198,13.193401,1.9945593,87.7255
62200,13.905934,2.6614647,41.8043
62203,13.415164,2.8151035,31.167
62205,13.643979,2.2846794,75.2338
62206,11.820689,1.4231138,86.156
62211,13.7586355,2.4297485,79.5125
62212,15.676567,2.708703,93.5608
62215,8.902839,0.6999445,85.9919
62216,13.995556,2.7191362,94.4742
62217,7.7860312,0.54660225,102.2457
62219,14.122583,2.3282938,91.3751
62228,13.272852,2.4206114,34.6883
62233,13.405969,2.148982,82.9107
62235,7.279469,0.8318896,58.0193
62244,10.1201,1.0505915,78.7754
62250,9.140022,0.7945013,74.366
62252,16.499426,2.8538494,103.4495
62258,11.2905245,1.2125683,94.2665
62260,13.136632,1.9238081,93.7453
62262,8.464544,0.7527957,59.0614
62263,15.215053,2.553483,100.4869
62267,15.078357,2.5918055,95.9163
62268,4.356021,0.6444831,15.6162
62270,14.254645,2.3948526,91.3607
62271,15.265665,2.4895601,99.8485
62272,7.5250297,0.6979394,61.6851
62280,13.793233,3.274785,21.605
62281,14.88335,2.5862331,94.983
62282,12.695553,1.888197,82.3641
62285,8.015554,0.7629161,87.7812
62287,8.659653,0.9422903,43.8528
62290,12.019581,1.6674976,84.689
62297,12.546817,1.6657896,97.1216
62298,9.384772,1.8012152,19.0392
62299,12.820503,1.8809404,91.5
62302,11.775491,1.4201641,95.9764
62304,14.196952,3.1642447,25.2706
62305,15.009067,2.936739,92.6558
62307,12.523554,1.6616077,94.4261
62311,9.829857,1.3706846,42.3996
62316,15.866122,3.1531277,48.5753
62324,15.71146,2.6126413,99.7811
62328,11.125301,1.1906147,87.4349
62330,8.674586,0.7361975,83.1636
62334,15.981553,2.3770971,95.6007
62339,14.562541,2.5308304,98.6073
62342,15.452942,3.2190256,47.4086
62343,8.801979,0.6833916,94.7932
62357,11.613932,1.4330893,87.354
62364,11.112731,2.2290735,23.7645
62365,15.320925,3.0829306,46.6434
62367,14.559707,2.6524782,97.4485
62369,14.678374,2.4464245,95.6978
62372,16.806986,3.3272638,55.6725
62375,17.571117,3.3032055,110.4256
62376,7.8938065,0.6064992,74.294
62381,14.2762375,2.3958988,90.1223
62384,14.867989,2.2806616,83.9284
62389,14.642486,2.4884567,91.4084
62393,11.311901,1.3727818,87.0603
62394,11.462338,1.4376812,87.2546
62397,15.59258,2.7118597,96.1495
62398,10.400664,1.0277338,81.9839
62404,16.205042,2.7583303,100.5688
62408,12.354039,1.6603575,97.8387
62409,9.237263,0.9862232,61.2762
62411,16.688148,2.8838549,97.9684
62415,8.382192,0.74726963,59.6585
62422,14.250206,2.3863878,90.1312
62427,10.2183275,1.0266533,87.6669
62429,13.463915,2.0784283,88.1331
62430,11.784779,2.6924238,18.5444
62431,14.841984,2.41356,97.0537
62435,7.5253744,0.77579975,79.283
62439,14.608414,2.4572544,81.7008
62441,13.576586,2.3169537,83.7845
62447,9.370595,0.81008625,83.1354
62449,15.473149,2.7117271,98.9123
62452,6.4745016,0.60825634,56.9433
62456,12.150107,2.3679543,36.4562
62457,16.538267,3.1155806,58.3172
62458,9.971028,1.0867014,62.961
62460,8.099309,0.68045425,94.8539
62463,10.580767,1.2885952,66.7507
62466,14.407457,2.4611511,89.0808
62473,14.409836,2.38299,94.4619
62476,14.895373,2.6096973,94.6773
62477,10.082105,1.2713127,57.2028
62487,13.1967945,2.087635,77.8069
62488,12.75398,1.7895203,89.7431
62489,15.030769,2.804059,97.4957
62490,10.137077,1.0428381,87.1735
62491,11.295879,1.1959553,91.1706
62496,7.5064898,0.9748039,85.6312
62500,15.407687,2.584938,88.2847
62501,14.218321,2.4445095,80.0583
62502,11.250036,1.1408606,94.064
62505,10.027796,0.9641018,79.1323
62518,6.6498613,0.82615614,46.6617
62519,15.986497,2.9422083,94.7412
62521,11.85058,1.6612082,83.4717
62523,14.45387,2.403843,96.4219
62524,16.12554,3.409585,47.7382
62525,8.17988,0.6374645,65.936
62526,10.470025,1.0613356,90.9158
62530,11.215833,1.1799564,92.5939
62535,17.612392,3.6285534,73.0534
62536,14.198241,2.2872086,73.2545
62537,15.266972,2.62714,92.6933
62539,15.467719,3.0343294,45.8412
62540,16.796938,3.0491037,98.2231
62543,11.7895355,1.6286011,74.5092
62544,14.206392,3.1533175,21.149
62546,14.3732815,2.404025,70.4359
62547,12.319402,1.9329815,60.2201
62548,14.003809,2.2838974,77.7969
62551,13.124943,1.9561453,97.5293
62552,11.568111,1.3006363,91.0385
62554,15.143089,2.820424,89.2777
62557,15.928802,2.620555,96.9467
62558,14.731587,2.5652876,97.9044
62559,14.501603,2.421916,90.9953
62560,12.2582035,1.5888004,92.8752
62564,15.264879,2.7202559,98.5393
62566,14.361847,2.3572245,77.2826
62567,14.307425,3.2833414,22.5827
62570,12.262136,1.9589872,61.2913
62574,15.547995,2.7987728,100.7596
62576,9.681514,1.0444508,69.239
62577,14.448289,2.4264584,82.5719
62579,11.544045,1.3149252,90.5187
62584,8.460089,1.0007043,40.0122
62587,13.151598,2.101797,61.6593
62590,12.492567,1.783823,85.2515
62591,14.173413,2.3233356,90.5798
62597,13.497166,2.1178265,92.5355
62599,10.61768,1.3192406,65.2397
62603,12.00968,1.8133335,65.2752
62607,14.984314,2.7607613,87.6342
62608,15.384079,2.7627277,91.3958
62613,15.634516,2.737812,90.7678
62614,15.192157,2.7493954,89.3132
62616,13.7636385,2.3170338,81.88
62618,13.411545,2.2496061,73.0152
62619,12.646213,2.3239098,63.0961
62624,5.378591,0.55630493,26.9654
62625,15.977157,2.712224,100.9309
62626,15.407986,2.9408417,44.1926
62628,14.296607,2.3200989,92.8879
62631,12.234345,1.6791124,77.4459
62632,11.1987705,1.2333202,89.0135
62633,14.951865,2.5566597,96.7792
62634,16.578688,3.162778,95.5834
62636,13.55765,2.140297,71.2048
62639,16.68609,3.4191256,60.8427
62641,6.7798376,0.6698756,40.8097
62642,14.393528,2.890625,42.0446
62652,15.321747,2.9161148,93.2876
62653,14.071373,2.3761873,77.7074
62654,15.24561,2.5573483,97.2602
62657,8.747512,0.7486429,79.1217
62658,10.703522,1.1212854,85.5002
62661,10.083472,1.4409199,42.4999
62662,11.300946,1.4213095,76.7332
62666,12.340561,1.6927538,91.6134
62668,12.460225,1.6410666,89.3197
62670,13.9996395,2.3206844,94.0192
62672,15.872338,2.7141628,96.2535
62673,10.902303,1.1996202,91.627
62675,13.48421,2.187127,54.7229
62677,8.0302105,0.6388836,97.8085
62678,9.177997,0.79669094,93.6056
62679,11.309067,1.242527,89.8224
62680,16.475174,3.32382,57.5087
62681,13.975891,2.4554462,46.2015
62683,10.008729,1.0478516,79.0263
62684,8.921275,0.9466572,84.7287
62685,9.080589,0.7399969,92.8384
62686,17.015188,3.102332,102.1447
62688,10.4643345,1.588973,45.9985
62689,17.727892,3.841282,73.8931
62691,16.879799,2.8080053,96.1202
62693,15.207069,2.5934935,80.9353
62694,13.474755,2.1526785,79.8546
62695,9.174184,1.2448053,30.9126
62697,15.784453,2.572507,99.4763
62698,15.574914,3.1536417,45.8344
62699,14.921009,3.1301727,41.295
62700,13.94535,2.1975088,92.0946
62703,12.69238,2.8177004,18.5835
62704,7.6491847,1.1932015,18.5164
62706,15.442086,2.8238468,87.5025
62707,11.5147295,1.5625305,68.7995
62708,10.013636,1.0759258,68.7355
62709,14.534638,2.615633,85.6847
62710,14.1366005,2.568345,74.9403
62712,8.475423,0.7017269,81.9217
62714,16.421978,3.2899933,59.3276
62715,16.036741,2.9325695,88.3608
62719,12.122371,2.3851557,34.2354
62725,10.367382,0.96084976,93.2038
62729,10.171168,1.4835777,45.2771
62730,14.655387,2.6054,97.8445
62731,16.14305,2.182704,97.0569
62732,13.9191,2.9160671,43.3962
62733,14.399435,2.8186598,40.5016
62735,8.225311,0.74378204,63.6932
62738,4.975124,1.217061,80.713
62739,16.031979,2.6808615,95.9423
62741,13.255889,2.062333,99.0046
62742,9.250511,1.1229401,39.8921
62743,14.889052,2.605174,91.8931
62744,12.645832,2.0857716,73.2405
62745,11.206724,1.279767,80.8015
62750,7.7524557,0.7294445,53.2261
62751,10.129327,0.8419924,96.7066
62752,14.80008,3.2750654,37.8615
62753,16.127625,3.2612028,49.1141
62754,10.465962,1.3174171,58.78
62755,14.423151,2.535698,96.4593
62758,18.331558,3.0532742,111.749
62761,16.434103,3.481842,50.0371
62762,10.818176,1.0775843,95.3932
62763,14.925797,2.540248,101.2274
62765,8.139982,0.7068639,64.1063
62766,9.096483,0.9776974,62.474
62767,14.099063,2.8921185,50.7701
62771,13.645653,2.780305,47.5868
62777,9.825605,0.9299259,65.8598
62783,13.93639,2.71589,41.9123
62790,11.302421,1.3289042,83.6095
62791,9.15014,0.8304825,76.884
62796,10.349746,1.220067,65.2514
62798,10.432715,1.0759687,82.6657
62799,10.655725,1.0329046,97.0183
62800,8.565333,0.85292053,89.4621
62807,18.719807,3.8320084,112.1107
62809,9.385588,0.88474846,73.8949
62812,14.675521,2.8827686,41.476
62825,9.832334,1.224987,47.9383
62829,12.328121,1.5097322,98.3858
62835,8.197893,0.7909293,86.0888
62836,7.737732,0.5687146,71.7291
62839,9.897182,0.87689304,84.5217
62841,14.966967,2.6343546,91.1169
62844,15.33317,2.6236315,99.6162
62846,16.305412,2.8973436,100.149
62852,12.9015875,1.7360239,100.4773
62853,10.383237,0.9561806,88.3816
62854,14.815519,2.4963398,96.423
62856,12.533457,1.5403948,93.4999
62857,14.573304,2.9044952,41.745
62858,8.801579,0.77143764,75.2348
62859,16.487541,2.9408426,102.3683
62861,14.326513,2.3248177,94.7379
62862,14.703059,2.4314766,82.752
62864,15.078314,2.3893738,97.9147
62865,8.992711,0.77414036,76.1328
62867,16.781857,3.0356188,68.1806
62869,13.436182,2.1522732,85.4344
62871,12.78587,2.0888872,48.3428
62874,15.236074,2.3935833,89.598
62876,9.098648,0.71333027,98.9576
62877,8.865186,0.6993456,91.0836
62886,13.7456045,2.69977,42.9039
62887,8.664492,0.8073454,67.1919
62892,14.238885,2.0720797,95.4496
62895,17.320337,3.2017937,106.5266
62898,13.64537,2.1290607,86.3799
62900,14.442654,2.418294,88.1358
62904,13.857486,2.458313,78.885
62909,14.614356,2.4336662,96.9161
62910,12.166239,1.6130037,87.5169
62913,14.484566,2.4547157,87.8234
62918,10.736577,1.4677362,60.9282
62920,14.675846,2.5091562,91.5772
62921,10.749286,1.4366693,54.2363
62924,15.47454,3.2601109,41.1278
62925,12.021721,2.8484077,17.4458
62926,11.132782,1.3097153,75.6956
62931,13.566146,2.2898445,102.0181
62934,11.49377,1.351613,89.5783
62949,9.661433,0.9036474,79.8093
62950,4.3782544,0.9851229,49.5714
62951,14.47776,2.2832298,85.2927
62955,13.206532,1.9480724,96.7321
62957,11.869875,1.65205,69.8408
62960,9.333411,0.8658142,80.0908
62961,5.288976,0.5493307,26.089
62967,10.669971,2.0726204,29.119
62969,15.700725,3.2237253,43.9413
62973,15.737783,2.7149935,101.2822
62976,14.786588,2.3015852,100.3214
62978,10.384983,1.092144,73.8097
62980,13.084992,2.3084345,82.765
62982,18.97715,3.647047,117.8107
62984,14.0276,2.4203377,85.4135
62986,11.6644,1.5319157,75.4146
62988,15.517111,2.5201988,97.3931
62990,9.108179,1.8277683,12.8899
62993,14.258035,2.3467093,99.5616
63005,10.958745,1.63797,45.1776
63010,8.535278,0.7527056,71.2494
63012,10.14909,1.0225849,86.0605
63013,14.054971,2.198453,80.9912
63016,14.728629,2.3178062,100.4769
63020,16.470993,2.9168587,103.0997
63022,16.034958,2.5419588,95.6979
63036,14.9910965,2.486763,99.0774
63045,7.811466,0.91744184,33.9273
63056,11.602558,1.6914663,66.9339
63057,9.279285,0.77680874,94.3516
63058,8.206519,0.77577305,70.6816
63065,15.295781,2.726781,85.4424
63067,9.013116,0.8899851,76.1698
63068,10.23222,0.95634556,96.8907
63072,14.888584,2.5303707,100.0428
63073,8.972755,0.75354576,94.2044
63074,13.40201,2.4151888,90.8778
63077,14.510058,2.395607,98.0771
63081,8.652332,0.6635504,75.1366
63085,6.7627945,0.58217335,74.5101
63086,12.696678,1.9073105,88.1382
63090,13.98835,2.1011,85.9806
63096,16.596926,2.769081,100.6487
63100,13.28443,1.9350786,90.0961
63102,15.609189,2.7595358,95.9433
63103,14.520208,3.1582127,27.8218
63104,12.139969,1.6214504,94.4267
63108,10.519065,1.0145607,94.6157
63109,13.879582,2.3243713,81.502
63111,15.723371,2.659398,94.8464
63112,14.052831,2.471425,79.3549
63115,8.730241,0.9273653,149.2278
63118,12.175676,1.8175306,73.8451
63121,13.4458065,2.045967,89.4245
63122,14.91284,2.4747286,80.8172
63124,15.226048,2.532012,82.2497
63127,16.806652,2.9931326,100.0261
63129,7.451558,0.5799403,82.8416
63132,12.790037,2.0635815,102.3418
63133,9.170107,1.1593304,35.9863
63136,14.476282,2.4752722,97.639
63139,14.924741,2.6665983,61.2275
63144,17.312136,3.128954,104.4606
63145,11.045736,1.069314,97.1563
63146,14.106538,2.4060078,80.758
63149,9.979704,0.9970026,74.1874
63151,12.571227,1.6499281,100.0929
63152,10.956483,1.1143522,91.4835
63159,8.039841,0.92642355,34.4622
63160,12.110006,1.9471712,53.9033
63161,14.889081,2.3314037,94.803
63163,15.520553,2.4642076,100.0165
63164,14.353345,2.4119368,83.1856
63165,17.524355,3.4412975,102.8863
63166,16.182133,2.80223,95.3133
63170,7.081035,0.7232046,36.6095
63171,12.614047,2.3009272,31.3863
63178,7.9189067,0.9603014,44.4018
63181,14.856405,2.5220633,96.3552
63182,15.580029,2.7901402,90.8588
63187,15.709365,2.8188076,91.1505
63192,11.498083,1.6735487,60.103
63193,9.298811,1.0264616,52.3407
63197,15.041442,2.6043453,96.3753
63199,15.989661,2.9070768,95.9211
63202,16.194616,2.7910118,96.5178
63204,12.107052,1.6842718,83.4852
63205,10.089006,1.391222,44.1955
63208,12.449099,2.2848902,48.8732
63209,17.148695,3.5371637,65.2764
63210,11.320736,1.3705873,84.054
63212,11.767865,1.4077091,97.2026
63213,14.068174,2.5493402,82.2754
63214,7.720265,0.63555956,72.8596
63217,7.501975,0.71943617,43.2921
63220,14.30767,2.605565,76.6572
63222,16.248909,3.2205553,55.1468
63226,13.782917,2.3683548,75.4651
63227,14.639754,2.2933455,94.9728
63230,15.335072,2.6738415,88.8922
63234,15.003569,2.8472462,45.356
63236,9.825451,0.90386677,101.0278
63240,17.858332,3.5134525,110.5957
63242,18.178942,4.1836414,75.8387
63244,12.260278,1.7220078,91.0921
63246,14.097847,2.258192,99.7026
63247,11.860383,1.4165831,96.2807
63249,15.146422,2.8481216,101.4106
63250,10.440294,1.181736,65.3562
63251,17.585358,3.470251,108.3197
63252,15.448705,2.795992,98.601
63254,10.959752,1.393075,73.0723
63256,14.280532,2.9136496,40.5851
63260,14.227866,2.5343533,98.5793
63261,15.0743685,2.4283028,99.5413
63262,17.468323,3.2635765,107.5785
63275,16.299805,2.8669806,100.8103
63277,10.299602,1.1775999,70.6569
63283,5.889852,0.3128457,51.9147
63287,9.487267,0.87062454,87.8333
63288,13.328346,2.728857,42.2993
63289,14.020641,2.27536,83.0672
63291,15.943347,3.1449947,63.0765
63293,12.974536,1.9293499,96.3319
63296,12.331779,2.1177292,36.1858
63301,8.260061,1.0217319,44.313
63305,8.118669,0.80025816,64.1289
63308,14.319314,2.6266823,45.1745
63311,14.880226,2.3435202,99.2837
63314,14.194596,2.5089989,78.2696
63317,18.323359,4.0834045,76.7996
63318,15.579228,2.7086115,92.0846
63324,13.298514,1.9035492,90.7666
63327,14.5848465,2.3526201,84.5173
63333,14.691176,2.5252094,88.3723
63334,9.7292795,1.0200453,68.1884
63336,7.1180305,0.6977434,84.7813
63341,14.965453,2.5946045,89.5315
63343,13.184657,2.0279856,94.2665
63346,13.16313,2.0637245,81.7785
63349,13.271912,1.9227839,86.4826
63357,8.600134,0.8608799,58.9232
63359,8.20959,0.80505276,97.8557
63360,13.622635,2.1513557,84.8673
63361,14.567032,2.5055542,94.3487
63365,11.494966,1.2992887,93.2052
63368,8.798181,0.89345837,52.4064
63371,10.157918,1.1263275,59.9214
63379,11.851459,1.4848537,93.3614
63381,8.78814,0.81707954,91.0535
63382,13.831991,2.427209,78.1407
63386,13.980857,2.6073313,94.0079
63392,11.109006,1.0720406,98.0259
63401,14.694498,2.8954868,45.6216
63404,13.072135,2.3136435,51.3908
63406,8.430282,0.6991105,90.9137
63407,13.3381605,2.2385054,76.6502
63410,14.121117,2.3050566,95.4516
63414,14.828189,2.6717167,95.6788
63416,8.317778,0.8149462,53.0012
63417,4.4804826,0.92511153,6.7505
63418,10.387419,1.17659,68.2817
63424,9.620736,0.9170561,98.1093
63426,16.108992,2.5803156,93.8539
63427,13.606878,1.9941053,97.7378
63428,10.975482,1.1844082,95.6332
63431,10.129315,1.136425,55.8087
63433,11.986128,1.5186777,94.3349
63436,17.76417,3.36022,100.0198
63444,7.320928,0.34122372,95.1998
63445,10.3567915,1.1362572,81.6042
63446,14.311804,2.4335814,93.9001
63450,12.307442,2.5914917,36.6681
63451,14.760307,3.0821686,31.0429
63455,8.62387,1.1913009,31.3704
63460,8.034026,0.5723796,90.7988
63462,10.151005,1.0190048,82.4197
63464,11.119367,1.252842,79.9308
63466,12.733802,1.829608,93.3904
63468,9.907939,0.954113,83.2456
63473,15.824014,3.3579073,46.1911
63477,14.642134,2.2894793,99.1453
63478,16.493216,3.0042953,99.6733
63480,4.802299,0.5950155,19.5272
63489,14.943665,2.637641,98.3218
63490,14.500897,2.8595228,54.1421
63491,12.842902,1.8887186,78.3659
63492,15.033753,2.5560007,94.9238
63503,8.429445,0.91494703,84.659
63506,16.016449,2.8823204,99.5667
63509,14.236167,2.3495102,95.5553
63513,7.1552124,0.5843625,64.2577
63515,11.784376,2.328886,30.192
63530,15.258138,2.501091,97.134
63535,9.014265,1.59231,20.0419
63538,11.476903,1.2815418,69.6564
63542,14.770548,2.4221697,90.3819
63546,13.599219,2.2412214,77.8298
63551,9.918203,0.8282356,85.1544
63558,16.859491,3.0072718,100.1892
63559,16.20064,2.7854433,96.0894
63560,14.707036,2.6139946,95.7331
63568,16.117458,3.185254,44.8851
63572,15.623685,2.6104527,99.8769
63574,9.990463,1.3323793,59.9342
63576,7.914406,0.64926434,66.4095
63578,13.628248,2.543727,37.6056
63581,15.195963,2.4730892,83.2067
63585,8.175419,0.7731867,50.411
63586,14.231173,2.447278,76.788
63591,10.4100275,1.1697464,61.3045
63592,13.577247,2.2864914,94.9891
63594,12.038609,1.8961592,61.894
63598,13.968866,2.3104362,75.1291
63599,15.386916,2.5141706,95.054
63600,7.644314,0.56637955,71.1319
63601,15.270722,2.6486044,89.1583
63605,6.937599,0.6927562,55.7208
63606,15.4968,2.6127815,98.8136
63607,10.418315,1.3289728,78.8526
63609,16.988035,2.8369875,100.1296
63610,15.799438,2.7147694,101.4793
63619,12.321154,2.047104,56.1661
63622,9.079906,0.87368584,93.1023
63623,15.663231,2.8906345,102.1872
63624,15.962683,2.8028421,93.7183
63629,7.8983474,0.7445841,58.3684
63632,9.453006,0.97722435,66.6052
63633,7.5328627,0.6650791,64.0961
63638,14.922362,2.9369497,39.9476
63640,14.929554,2.5098305,81.3905
63641,10.896994,1.3750372,67.3704
63649,12.927332,3.519041,11.2353
63652,8.506914,0.7017145,70.7744
63654,12.519894,1.9010029,86.7271
63655,18.58964,3.7332516,102.7624
63656,15.445987,2.7849092,85.1572
63662,13.364391,2.3033686,76.0491
63669,14.222108,2.3098297,77.3698
63676,15.345722,2.684372,87.3208
63678,16.937414,2.9497356,98.7557
